Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos,cWPA,RE24,Pos
18-Aug,NYY,@,BOS,L7-8,CG(10),5,3,1,1,1,0,0,0,2,1,0,0,0,,0,0,0,0,0.311,0.387,0.533,0.921,4,1.45,0.029,0.75,0.01%,0.15,CF,0.01%,0.15,CF
Aug 19 (1),NYY,@,BOS,L4-6,CG,4,3,1,0,0,0,0,0,1,0,2,0,0,,0,0,0,0,0.309,0.386,0.53,0.916,4,1.38,-0.085,0.91,-0.03%,-0.76,CF,-0.03%,-0.76,CF
Aug 19 (2),NYY,@,BOS,W2-1,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.308,0.385,0.527,0.912,4,1.28,-0.051,1.5,-0.04%,-0.36,CF,-0.04%,-0.36,CF
20-Aug,NYY,@,BOS,L4-7,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.306,0.384,0.524,0.908,4,0.6,-0.023,0.29,-0.01%,-0.29,CF,-0.01%,-0.29,CF
21-Aug,NYY,,WSH,W17-7,CG,6,6,2,3,0,0,0,1,0,0,0,0,0,,1,0,0,0,0.309,0.386,0.523,0.909,4,0.18,0.033,0.09,0.01%,1.8,CF,0.01%,1.8,CF
22-Aug,NYY,,WSH,W1-0,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.306,0.383,0.519,0.902,4,0.79,-0.081,0.4,-0.02%,-0.86,CF,-0.02%,-0.86,CF
Aug 23 (1),NYY,,WSH,L6-7,CG,4,4,1,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.308,0.384,0.521,0.905,4,0.46,0.04,0.17,0.01%,0.24,CF,0.01%,0.24,CF
Aug 23 (2),NYY,,WSH,W3-0,CG(6),3,3,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.306,0.381,0.518,0.899,4,1.08,-0.107,0.86,-0.05%,-1.32,CF,-0.05%,-1.32,CF
25-Aug,NYY,,CHW,W5-3,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,,0,0,1,0,0.305,0.381,0.515,0.896,4,1.08,0.015,1.01,0.01%,-0.24,CF,0.01%,-0.24,CF
26-Aug,NYY,,CHW,L3-5,CG,5,5,1,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,0.304,0.379,0.512,0.891,4,1.5,-0.023,1.73,-0.02%,-0.31,CF,-0.02%,-0.31,CF
28-Aug,NYY,,CLE,W3-0,CG,3,3,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.306,0.38,0.513,0.894,4,0.37,0.017,0.48,0.01%,0.4,CF,0.01%,0.4,CF
29-Aug,NYY,,CLE,L5-6,CG,4,3,1,1,0,0,0,2,1,0,0,0,0,,0,0,1,0,0.306,0.381,0.512,0.893,4,1.84,0.255,2.33,0.19%,1.81,CF,0.19%,1.81,CF
Aug 30 (1),NYY,,DET,W7-1,CG,5,4,1,1,1,0,0,1,1,0,0,0,0,,0,0,0,0,0.306,0.381,0.512,0.893,4,0.69,0.061,1.09,0.06%,1.1,CF,0.06%,1.1,CF
Aug 30 (2),NYY,,DET,W4-3,CG(10),5,5,1,1,0,1,0,1,0,0,1,0,0,,0,0,0,0,0.305,0.38,0.513,0.893,4,1.74,0.069,2.78,0.07%,-0.01,CF,0.07%,-0.01,CF
31-Aug,NYY,,DET,W8-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.303,0.377,0.509,0.886,4,0.57,-0.048,0.67,-0.03%,-1.11,CF,-0.03%,-1.11,CF
Sep 2 (1),NYY,,SLB,W3-2,CG(10),5,5,0,1,0,0,0,0,0,0,1,0,0,,1,0,0,0,0.302,0.376,0.506,0.881,4,1.76,-0.113,1.32,-0.05%,-0.67,CF,-0.05%,-0.67,CF
Sep 2 (2),NYY,,SLB,W6-0,CG,4,4,2,3,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.305,0.378,0.508,0.886,4,1.06,0.25,0.77,0.11%,1.82,CF,0.11%,1.82,CF
Sep 5 (1),NYY,@,WSH,W6-2,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.305,0.377,0.506,0.883,4,0.75,0.072,0.55,0.03%,0.46,CF,0.03%,0.46,CF
Sep 5 (2),NYY,@,WSH,L0-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.304,0.376,0.504,0.88,4,1.66,-0.01,1.23,0.00%,-0.41,CF,0.00%,-0.41,CF
Sep 6 (1),NYY,@,WSH,W11-9,CG,5,3,2,2,1,0,0,1,2,,1,0,0,,,0,0,0,0.306,0.38,0.507,0.887,4,,,,,,CF,,,CF
Sep 6 (2),NYY,@,WSH,W15-2,CG,6,6,3,3,0,0,0,2,0,,0,0,0,,,0,0,0,0.308,0.381,0.507,0.888,4,,,,,,CF,,,CF
Sep 7 (1),NYY,,PHA,W6-5,CG,4,4,0,1,0,0,0,3,0,0,1,0,0,,0,0,0,0,0.308,0.38,0.505,0.885,4,1.88,0.204,0.39,0.03%,1.17,CF,0.03%,1.17,CF
Sep 7 (2),NYY,,PHA,W11-2,CG,5,5,1,2,1,1,0,2,0,0,0,0,0,,0,1,0,0,0.309,0.381,0.509,0.89,4,0.84,-0.001,0.2,0.00%,1.34,CF,0.00%,1.34,CF
9-Sep,NYY,@,SLB,W8-3,CG,5,5,2,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.311,0.382,0.51,0.892,4,0.3,0.04,0.02,0.00%,0.68,CF,0.00%,0.68,CF
10-Sep,NYY,@,SLB,L0-9,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,,0,1,0,0,0.31,0.381,0.507,0.889,4,0.4,-0.025,0.01,0.00%,-0.49,CF,0.00%,-0.49,CF
11-Sep,NYY,@,CHW,L0-1,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0.308,0.38,0.505,0.884,4,1.66,-0.269,0.05,0.00%,-2.01,CF,0.00%,-2.01,CF
12-Sep,NYY,@,CHW,W7-1,CG,5,3,2,1,0,0,0,0,2,0,0,0,0,,1,0,0,0,0.308,0.381,0.504,0.885,4,0.43,0.072,0.03,0.00%,0.81,CF,0.00%,0.81,CF
Sep 13 (1),NYY,@,CLE,W9-1,CG,6,5,2,1,1,0,0,3,1,0,0,0,0,,1,0,0,0,0.307,0.381,0.503,0.884,4,0.57,0.123,0.01,0.00%,2.59,CF,0.00%,2.59,CF
Sep 13 (2),NYY,@,CLE,W4-1,CG,5,4,0,2,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.309,0.383,0.503,0.885,4,0.6,-0.013,0.01,0.00%,0.38,CF,0.00%,0.38,CF
14-Sep,NYY,@,CLE,W8-3,CG,5,5,3,4,0,0,1,2,0,0,0,0,0,,0,0,0,0,0.313,0.386,0.51,0.896,4,1.33,0.221,0.02,0.00%,2.79,CF,0.00%,2.79,CF
16-Sep,NYY,@,DET,W5-1,CG,5,5,0,1,0,0,0,1,0,0,0,0,0,,1,1,0,0,0.312,0.384,0.508,0.892,4,0.9,0.004,0,0.00%,-0.23,CF,0.00%,-0.23,CF
17-Sep,NYY,@,DET,W7-4,CG,5,5,1,1,0,0,1,3,0,0,0,0,0,,0,0,0,0,0.311,0.383,0.51,0.893,4,0.87,0.268,0,0.00%,1.78,CF,0.00%,1.78,CF
19-Sep,NYY,,BOS,L6-9,CG(10),5,5,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.31,0.382,0.508,0.889,4,1.61,-0.134,0,0.00%,-0.64,CF,0.00%,-0.64,CF
Sep 20 (1),NYY,,BOS,W2-1,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.308,0.381,0.505,0.886,4,2.24,-0.118,0,0.00%,-0.77,CF,0.00%,-0.77,CF
Sep 20 (2),NYY,,BOS,L2-3,CG(8),4,3,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0.307,0.38,0.503,0.883,4,1.71,-0.036,0,0.00%,-0.01,CF,0.00%,-0.01,CF
21-Sep,NYY,,BOS,L2-3,CG(11),5,5,0,2,0,0,0,2,0,0,1,0,0,,0,0,0,0,0.308,0.38,0.502,0.882,4,1.31,-0.02,0,0.00%,0.51,CF,0.00%,0.51,CF
22-Sep,NYY,,WSH,W3-1,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.306,0.378,0.498,0.876,4,0.94,-0.089,0,0.00%,-0.94,CF,0.00%,-0.94,CF
23-Sep,NYY,,WSH,W4-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.304,0.376,0.495,0.871,4,1.04,-0.13,0,0.00%,-2.24,CF,0.00%,-2.24,CF
27-Sep,NYY,@,BOS,L6-7,CG,4,4,2,2,0,0,1,3,0,0,0,0,0,,0,0,0,0,0.305,0.376,0.5,0.876,4,1.08,0.253,0,0.00%,2.19,CF,0.00%,2.19,CF
16-Apr,NYY,@,PHA,W5-0,CG,4,4,1,1,0,0,1,2,0,0,1,0,0,,0,0,0,0,0.25,0.25,1,1.25,4,0.56,0.025,1.47,0.04%,0.98,CF,0.04%,0.98,CF
17-Apr,NYY,@,PHA,L1-7,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0.125,0.125,0.5,0.625,4,1.23,-0.19,3.45,-0.32%,-1.68,CF,-0.32%,-1.68,CF
18-Apr,NYY,@,PHA,W8-1,CG,5,3,2,1,0,0,0,0,1,0,1,1,0,,0,0,0,0,0.182,0.308,0.455,0.762,4,0.52,0.009,1.46,0.01%,0.44,CF,0.01%,0.44,CF
19-Apr,NYY,,WSH,W7-6,CG,5,5,1,3,2,0,0,1,0,0,0,0,0,,0,0,0,0,0.313,0.389,0.625,1.014,4,2.09,0.558,5.75,0.92%,1.86,CF,0.92%,1.86,CF
20-Apr,NYY,,WSH,L3-7,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.25,0.318,0.5,0.818,4,0.93,-0.095,2.82,-0.17%,-1.32,CF,-0.17%,-1.32,CF
21-Apr,NYY,,WSH,W6-1,CG,4,3,2,2,0,0,1,1,1,,0,0,0,,,0,0,0,0.304,0.385,0.652,1.037,4,,,,,,CF,,,CF
22-Apr,NYY,,PHA,W2-1,CG,4,4,1,1,0,1,0,1,0,0,0,0,0,,0,0,0,0,0.296,0.367,0.667,1.033,4,1.41,0.16,4.16,0.28%,0.5,CF,0.28%,0.5,CF
23-Apr,NYY,,PHA,W3-0,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.29,0.353,0.613,0.966,4,0.62,-0.011,1.92,-0.02%,-0.21,CF,-0.02%,-0.21,CF
24-Apr,NYY,@,BOS,W12-5,CG,6,6,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.243,0.3,0.514,0.814,4,0.98,-0.193,3.63,-0.43%,-2.96,CF,-0.43%,-2.96,CF
25-Apr,NYY,@,BOS,L5-12,CG,5,4,0,3,0,0,0,1,1,0,0,0,0,,0,1,0,0,0.293,0.356,0.537,0.892,4,0.52,0.029,2.08,0.07%,1.36,CF,0.07%,1.36,CF
26-Apr,NYY,@,WSH,W11-7,CG,5,5,2,3,0,0,2,2,0,,0,0,0,,,0,0,0,0.326,0.38,0.674,1.054,4,,,,,,CF,,,CF
27-Apr,NYY,@,WSH,W9-0,CG,5,5,1,1,0,0,0,1,0,0,0,0,0,,1,0,0,0,0.314,0.364,0.627,0.991,4,0.64,0.094,2.21,0.20%,1.02,CF,0.20%,1.02,CF
28-Apr,NYY,@,WSH,L1-3,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.327,0.373,0.618,0.991,4,1.7,0.092,6.29,0.20%,0.67,CF,0.20%,0.67,CF
30-Apr,NYY,,CLE,L0-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.305,0.349,0.576,0.925,4,2.27,-0.241,8.15,-0.52%,-1.25,CF,-0.52%,-1.25,CF
1-May,NYY,,CLE,W6-3,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.302,0.343,0.556,0.899,4,0.4,0.025,1.43,0.05%,0.76,CF,0.05%,0.76,CF
2-May,NYY,,CLE,W8-2,CG,5,3,1,1,0,0,0,1,2,0,0,0,0,,0,0,0,0,0.303,0.361,0.545,0.907,4,0.55,0.049,1.89,0.10%,1.41,CF,0.10%,1.41,CF
3-May,NYY,,DET,W2-0,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.286,0.342,0.514,0.856,4,0.72,-0.071,2.76,-0.16%,-0.8,CF,-0.16%,-0.8,CF
4-May,NYY,,DET,W4-3,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,,0,0,0,0,0.284,0.338,0.541,0.878,4,1,0.18,4.18,0.45%,0.97,CF,0.45%,0.97,CF
5-May,NYY,,CHW,W4-2,CG,4,4,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0.269,0.321,0.513,0.834,4,0.68,-0.053,2.67,-0.12%,-0.58,CF,-0.12%,-0.58,CF
6-May,NYY,,CHW,L1-2,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.268,0.318,0.5,0.818,4,1.52,-0.115,6.2,-0.28%,-0.58,CF,-0.28%,-0.58,CF
8-May,NYY,,SLB,W5-1,CG,4,3,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,0.259,0.315,0.482,0.798,4,0.66,-0.026,2.4,-0.06%,-0.63,CF,-0.06%,-0.63,CF
9-May,NYY,,SLB,L1-6,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.247,0.302,0.461,0.763,4,0.9,-0.092,3.4,-0.21%,-0.89,CF,-0.21%,-0.89,CF
10-May,NYY,,BOS,L4-5,CG,4,4,1,3,0,0,1,4,0,0,0,0,0,,0,0,0,0,0.269,0.32,0.505,0.825,4,1.4,0.341,6.54,0.96%,2.2,CF,0.96%,2.2,CF
11-May,NYY,,BOS,W2-0,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.26,0.311,0.49,0.8,4,0.61,-0.048,2.83,-0.13%,-0.53,CF,-0.13%,-0.53,CF
12-May,NYY,,BOS,L1-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.25,0.299,0.47,0.769,4,1.41,-0.142,6.6,-0.40%,-0.93,CF,-0.40%,-0.93,CF
14-May,NYY,@,SLB,W6-2,CG,5,5,1,2,0,0,1,3,0,0,1,0,0,,0,0,0,0,0.257,0.304,0.495,0.799,4,0.86,0.064,2.71,0.12%,1.94,CF,0.12%,1.94,CF
15-May,NYY,@,SLB,L2-8,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.257,0.302,0.486,0.788,4,0.71,-0.044,2.33,-0.09%,-0.64,CF,-0.09%,-0.64,CF
17-May,NYY,@,CHW,W4-2,CG,4,3,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0.25,0.3,0.473,0.773,4,0.56,-0.019,1.74,-0.04%,-0.39,CF,-0.04%,-0.39,CF
18-May,NYY,@,CHW,L1-5,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.25,0.298,0.466,0.764,4,0.86,-0.066,2.87,-0.13%,-0.71,CF,-0.13%,-0.71,CF
May 19 (1),NYY,@,CLE,W2-0,CG,4,3,0,1,0,0,0,1,1,0,1,0,0,,0,0,0,0,0.252,0.305,0.462,0.767,4,1.73,0.285,5.37,0.53%,1.53,CF,0.53%,1.53,CF
May 19 (2),NYY,@,CLE,W7-1,CG,5,5,2,2,0,0,1,2,0,0,0,0,0,,0,0,0,0,0.258,0.308,0.484,0.792,4,1,0.235,3.07,0.44%,2.42,CF,0.44%,2.42,CF
20-May,NYY,@,CLE,L3-4,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.256,0.306,0.48,0.786,4,1.35,-0.033,4.66,-0.07%,-0.2,PH CF,-0.07%,-0.2,PH CF
21-May,NYY,@,CLE,L2-7,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.256,0.304,0.473,0.777,4,0.53,0.019,1.8,0.04%,-0.01,CF,0.04%,-0.01,CF
22-May,NYY,@,DET,W5-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.256,0.303,0.466,0.769,4,0.82,-0.061,2.74,-0.12%,-0.51,CF,-0.12%,-0.51,CF
23-May,NYY,@,DET,W12-6,CG,5,3,2,2,0,0,1,2,2,0,0,0,0,,0,0,0,0,0.265,0.32,0.493,0.812,4,0.73,0.222,2.42,0.45%,2.23,CF,0.45%,2.23,CF
25-May,NYY,@,BOS,L4-7,CG,5,5,0,1,0,0,0,1,0,0,1,0,0,,0,1,0,0,0.262,0.316,0.482,0.798,4,1.8,-0.254,9.19,-0.78%,-1.53,CF,-0.78%,-1.53,CF
May 26 (1),NYY,@,BOS,L0-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.255,0.308,0.469,0.777,4,1.97,-0.324,9.7,-0.96%,-1.32,CF,-0.96%,-1.32,CF
May 26 (2),NYY,@,BOS,W4-1,CG(7),4,4,2,2,1,0,1,1,0,0,0,0,0,,0,0,0,0,0.262,0.313,0.497,0.809,4,0.76,0.142,3.31,0.37%,0.96,CF,0.37%,0.96,CF
28-May,NYY,,WSH,L1-2,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.261,0.311,0.49,0.801,4,1.73,-0.053,5.93,-0.11%,0.25,CF,-0.11%,0.25,CF
29-May,NYY,,WSH,W4-0,CG,4,2,0,0,0,0,0,0,2,1,0,0,0,,0,0,0,0,0.258,0.315,0.484,0.799,4,0.73,0.002,2.4,0.00%,-0.05,CF,0.00%,-0.05,CF
May 30 (1),NYY,,PHA,W6-1,CG,4,4,1,1,0,0,1,2,0,0,1,0,0,,0,0,0,0,0.258,0.314,0.497,0.811,4,1.07,0.001,2.79,0.00%,0.69,CF,0.00%,0.69,CF
May 30 (2),NYY,,PHA,W6-3,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.256,0.311,0.488,0.799,4,0.81,-0.041,2.49,-0.08%,-1.15,CF,-0.08%,-1.15,CF
31-May,NYY,,PHA,W8-1,CG,5,5,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.254,0.308,0.479,0.787,4,0.24,-0.019,0.72,-0.03%,-0.61,CF,-0.03%,-0.61,CF
1-Jun,NYY,,SLB,L3-4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.249,0.301,0.468,0.769,4,1.2,-0.131,3.97,-0.26%,-0.98,CF,-0.26%,-0.98,CF
3-Jun,NYY,,SLB,W12-2,CG,5,5,2,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.258,0.309,0.472,0.781,4,0.12,0.016,0.38,0.03%,0.94,CF,0.03%,0.94,CF
4-Jun,NYY,,CHW,W2-1,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.26,0.313,0.47,0.782,4,1.7,0.011,4.96,0.02%,0.16,CF,0.02%,0.16,CF
5-Jun,NYY,,CHW,W9-6,CG,5,5,2,2,0,0,0,1,0,0,1,0,0,,1,0,0,0,0.263,0.315,0.468,0.783,4,0.58,0.103,1.63,0.17%,1.19,CF,0.17%,1.19,CF
6-Jun,NYY,,CHW,W4-0,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.263,0.314,0.463,0.777,4,0.74,-0.013,2.19,-0.02%,-0.04,CF,-0.02%,-0.04,CF
7-Jun,NYY,,CLE,W6-5,CG(11),5,4,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.263,0.316,0.459,0.775,4,1.94,0.082,5.87,0.15%,0.64,CF,0.15%,0.64,CF
8-Jun,NYY,,CLE,L1-2,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,,0,0,0,0,0.264,0.319,0.457,0.776,4,0.81,0.006,2.49,0.01%,0.19,CF,0.01%,0.19,CF
Jun 9 (1),NYY,,CLE,L5-9,CG,5,2,2,1,0,0,0,0,2,0,0,1,0,,0,0,0,0,0.266,0.33,0.457,0.788,4,1.16,0.075,3.46,0.13%,1.06,CF,0.13%,1.06,CF
Jun 9 (2),NYY,,CLE,W7-4,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.266,0.329,0.453,0.782,4,1.32,-0.057,3.42,-0.09%,-0.21,CF,-0.09%,-0.21,CF
10-Jun,NYY,,DET,L3-11,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.266,0.327,0.449,0.777,4,0.4,-0.004,1.04,-0.01%,-0.39,CF,-0.01%,-0.39,CF
11-Jun,NYY,,DET,L3-8,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.261,0.322,0.441,0.762,5,1.68,-0.161,3.74,-0.22%,-1.14,CF,-0.22%,-1.14,CF
12-Jun,NYY,,DET,L5-6,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.26,0.321,0.437,0.758,5,1.64,-0.041,3.15,-0.05%,-0.23,CF,-0.05%,-0.23,CF
14-Jun,NYY,@,SLB,W6-1,CG,5,5,0,2,0,0,0,1,0,0,0,0,0,,0,1,0,0,0.264,0.322,0.436,0.759,4,0.91,-0.002,1.7,0.00%,-0.31,CF,0.00%,-0.31,CF
15-Jun,NYY,@,SLB,L3-6,CG,5,4,1,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.263,0.324,0.433,0.757,4,1.81,-0.073,3.75,-0.09%,-0.18,CF,-0.09%,-0.18,CF
Jun 16 (1),NYY,@,SLB,W9-2,GS-7,4,4,2,2,1,0,1,3,0,0,0,0,0,,0,0,0,0,0.268,0.327,0.452,0.778,4,0.76,-0.021,1.69,-0.03%,2.51,CF,-0.03%,2.51,CF
Jun 16 (2),NYY,@,SLB,W7-5,CG(10),5,3,0,0,0,0,0,0,2,,0,0,0,,,1,0,0,0.264,0.328,0.446,0.774,4,,,,,,CF,,,CF
Jun 20 (1),NYY,@,CHW,L1-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.264,0.327,0.443,0.769,4,1.26,-0.084,3.73,-0.15%,-0.67,CF,-0.15%,-0.67,CF
Jun 20 (2),NYY,@,CHW,W6-1,CG,5,5,1,2,0,1,0,3,0,0,0,0,0,,0,0,0,0,0.267,0.328,0.45,0.778,4,0.62,0.201,1.57,0.31%,1.94,CF,0.31%,1.94,CF
21-Jun,NYY,@,DET,L2-6,CG,4,4,1,1,0,0,1,2,0,0,1,0,0,,0,0,0,0,0.266,0.327,0.459,0.786,4,0.49,-0.048,1.71,-0.10%,0.98,CF,-0.10%,0.98,CF
22-Jun,NYY,@,DET,W5-3,CG,5,4,0,2,1,0,0,1,1,0,0,0,0,,0,0,0,0,0.27,0.332,0.464,0.796,4,0.56,0.094,1.64,0.16%,1.34,CF,0.16%,1.34,CF
23-Jun,NYY,@,DET,W10-8,CG(11),6,5,3,2,0,0,2,2,1,0,1,0,0,,0,1,0,0,0.273,0.336,0.486,0.822,4,0.92,0.399,3.2,0.83%,0.61,CF,0.83%,0.61,CF
24-Jun,NYY,@,CLE,W1-0,CG,4,2,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0.271,0.336,0.482,0.818,4,1.24,-0.068,3.59,-0.12%,-0.72,CF,-0.12%,-0.72,CF
25-Jun,NYY,@,CLE,L3-8,CG,5,5,2,4,0,0,1,2,0,0,1,0,0,,0,0,0,0,0.281,0.344,0.5,0.844,4,0.2,0.026,0.61,0.05%,2.06,CF,0.05%,2.06,CF
26-Jun,NYY,@,CLE,W8-4,CG,5,4,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.277,0.341,0.492,0.834,4,0.7,-0.019,1.91,-0.03%,-1.16,CF,-0.03%,-1.16,CF
28-Jun,NYY,,PHA,W4-1,CG,4,2,1,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0.274,0.344,0.489,0.832,4,0.99,-0.011,2.86,-0.02%,0.14,CF,-0.02%,0.14,CF
29-Jun,NYY,,PHA,L0-2,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0.271,0.342,0.483,0.826,4,2.31,-0.251,6.64,-0.43%,-2.05,CF,-0.43%,-2.05,CF
30-Jun,NYY,,PHA,L3-6,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.267,0.338,0.476,0.814,3,0.79,-0.073,1.96,-0.11%,-0.92,CF,-0.11%,-0.92,CF
2-Jul,NYY,,BOS,W2-1,CG,3,3,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.268,0.338,0.475,0.812,5,0.54,0.001,2.19,0.00%,-0.06,CF,0.00%,-0.06,CF
3-Jul,NYY,,BOS,W3-2,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0.264,0.333,0.468,0.801,5,2.45,-0.341,11.99,-1.00%,-1.59,CF,-1.00%,-1.59,CF
Jul 4 (1),NYY,@,WSH,L0-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.261,0.329,0.461,0.79,5,1.69,-0.204,5.1,-0.37%,-1.44,CF,-0.37%,-1.44,CF
Jul 4 (2),NYY,@,WSH,W5-0,CG,4,2,1,1,0,0,0,1,2,0,1,0,0,,0,0,0,0,0.262,0.334,0.462,0.796,5,0.73,0.125,2.09,0.22%,1.17,CF,0.22%,1.17,CF
5-Jul,NYY,@,WSH,L1-6,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0.266,0.336,0.462,0.799,5,0.3,-0.005,0.92,-0.01%,0.22,CF,-0.01%,0.22,CF
6-Jul,NYY,@,PHA,W8-5,CG,4,4,2,2,0,0,1,4,0,0,0,0,0,,0,0,0,0,0.269,0.338,0.473,0.811,5,0.89,0.199,2.2,0.30%,2.26,CF,0.30%,2.26,CF
Jul 7 (1),NYY,@,PHA,W7-3,GS-2,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.271,0.34,0.478,0.818,5,0.67,0.045,2.05,0.08%,0.4,CF,0.08%,0.4,CF
2-Aug,NYY,@,CLE,L0-3,7-Jul,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.27,0.339,0.476,0.816,8,1.57,-0.039,1.22,-0.02%,-0.39,PH,-0.02%,-0.39,PH
4-Aug,NYY,@,CLE,W2-0,GS-9,4,4,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.27,0.338,0.477,0.815,4,1.54,-0.071,0.96,-0.03%,-0.42,CF,-0.03%,-0.42,CF
7-Aug,NYY,@,WSH,L3-4,CG(12),5,5,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.269,0.336,0.472,0.808,4,1.41,-0.143,0.67,-0.04%,-0.81,CF,-0.04%,-0.81,CF
Aug 8 (1),NYY,@,WSH,W9-3,CG,5,2,1,0,0,0,0,0,3,0,1,0,0,,0,0,0,0,0.267,0.34,0.469,0.809,4,0.76,-0.023,0.27,-0.01%,0.43,CF,-0.01%,0.43,CF
Aug 8 (2),NYY,@,WSH,W13-1,CG,6,6,1,4,2,1,0,2,0,0,1,0,0,,0,0,0,0,0.275,0.346,0.486,0.831,4,0.2,0.021,0.11,0.01%,2.09,CF,0.01%,2.09,CF
